"","Progress","Finished","RecordedDate","UserLanguage","ParticipantID","consent","age","gender","country","teach.age_1","teach.age_2","teach.age_3","teach.age_4","teach.age_5","teach.age_6","teach.age_6_TEXT","teach.school","teach.school_5_TEXT","teach.subject_1","teach.subject_2","teach.subject_3","teach.subject_4","teach.subject_5","teach.subject_6","teach.subject_7","teach.subject_8","teach.subject_9","teach.subject_10","teach.subject_10_TEXT","gators_RA1","gators_RA2","gators_RA3","gators_RA4","gators_RA5","gators_RA6","gators_RA7","gators_RA8","gators_RA9","gators_RA10","gators_RA11","gators_RA12","gators_RA13","gators_RA14","gators_RA15","gators_RA16","gators_RA17","gators_RA18","gators_RA19","gators_RA20","gators_pp","gators_pn","gators_sp","gators_sn","priorcontact.industrobot","priorcontact.domestrobot","priorcontact.socialrobot","priorcontact.otherrobot","priorcontactamount.industrobot","priorcontactamount.domestrobot","priorcontactamount.socialrobot","priorcontactamount.otherrobot","videos.amount","movies.amount","movies_seen","robots.skepticism","robot.risk_1","robot.risk_2","robot.risk_3","risk.mitigation_1","risk.mitigation_2","risk.mitigation_3","robot.benefit_1","robot.benefit_2","robot.benefit_3","benefit.mitigation_1","benefit.mitigation_2","benefit.mitigation_3","usecases.education","robot","robot_type","familiarrobot","familiarobjec","safety","competence","comfortable","friendliness","creepycute","badgood","physicalwarm","socialwarm","humanform","humanmotion","socialcompetence","socialness","socialintelligence","intelligence","ranksafety","rankcompetence","rankcomfortable","rankfriendliness","rankcreepycute","rankbadgood","rankphysicalwarmth","ranksocialwarmth","rankhumanform","ranksocialcompetence","ranksocial","ranksocialintelligence","rankintelligence","suitmath","suitdifftask","suitread","suitart","suitother","suitchildren","suitadults","suitageneither","why_age","suitindividual","suitgroups","suitindivgroupneither","why_group","suitteacher","suittutor","suitpeer","suitnovice","why_role","favoriteteacher1st","favoriteteacher2nd","favoriteteacher3rd","favoritestudent1st","favoritestudent2nd","favoritestudent3rd","Views","Viewssuit","totalviews","addthoughts","attentioncheck1","attentioncheck2","source"
"32",100,"True","22.03.24 04:32","DE","46777","1",58,"1","Deutschland",0,0,0,0,0,1,"Erwachsene","Public school","",1,1,0,1,0,0,0,0,0,0,"",4,6,4,1,7,7,7,5,4,7,7,2,2,4,3,6,6,7,4,4,4.4,6,3.6,5.4,NA,0,1,1,NA,NA,2,1,"1","1",1,"2","Bildung von Menschen, insbesondere von Kindern & Jugendlichen, setzt ein Vertrauensverhältnis voraus, das sich auf Gefühlen stützt, die widerum von menschlichen Erfahrungen gespeist werden. Ein Roboter kann das nicht, weil er weder Gefühle, noch menschliche Erfahrungen hat.","Im Schulkontext gibt es regelmäßig Situationen, die spontane Improvisation erfordern. Ein Roboter kann hervorragend programmiert sein, er wird jedoch niemals so etwas wie eine Idee haben können, weil das nur lebendige Wesen können. Er kann lediglich eine endliche Anzahl von Lösungen präsentieren.","Äußerlich gleiche Situationen können unterschiedliche Lösungen erfordern, was ausschließlich intuitiv wahrgenommen werden kann, was wiederum nur lebendigen Wesen (nicht nur Menschen) möglich ist.","Nein. Die geschilderten Probleme sind grundsätzlicher Art.","","","Roboter könnten die Freiarbeits- & Binnendifferenzierungsmöglichkeiten von disziplinierten Schülern & Schülerinnen erhöhen.","Als Bildungsspielzeug im schulischen Freizeit-/Ganztagsbereich.","","Indem man sie je nach Fach entsprechend diffizil & differenziert konstruiert bzw. programmiert.","Sie müssten weitgehend zerstörungssicher gebaut sein.","","Siehe vorherige Seite.","baxter","1",8,100,41,60,49,52,25,51,1,1,85,75,1,40,20,35,"8","6","4","3","5","8","7","3","4","11","1","10","3","1","1","1","60","Spielen","0","0","1","Es ist alles Spielzeug. Natürlich bildet Spielen. Aber sind sie besser bildendes Spielzeug, als Bausteine, Puppen, Kostüme, Malstifte oder ein Ball? Nicht notwendig schlechter, aber eben auch nicht besser. Hängt von Situation und Kindern ab. Sie ersetzen keine Menschen, die mit Kindern spielen.  - Ich habe meine Frage in einem Schulkontext beantwortet, nicht einem von Kindertagesstätte oder Hort. - Aber: Im Kunstunterricht, Ganztagsbereich oder spezifischen Situationen, zum Beispiel mit sehr scheuen und verschlossenen Kindern, kann ich mir durchaus sinnvolle Verwendungen vorstellen.","0","0","1","Siehe Kommentar auf vorheriger Seite. - Es wäre auch ein therapeutischer Gebrauch, sowohl bei Einzelnen wie auch bei Gruppen, denkbar.","0","0","0","0","Jedes Ding kann in den oben genannten Situationen verwendet werden - vom Apfel bis zum Ziegelstein. Es hängt von der Kreativität der Unterrichtenden und der Aufnahmefähigkeit der Unterrichteten ab. Jedes Ding, also auch diese Elektrodinger auf den Bildern.","0","0","0","0","0","0",1,1,2,"Die drei Roboter, die ich ausgewählt habe, würde ich zur Erheiterung und allgemeinen Auflockerung benutzen, aber eher selten, um den Besonderheitseffekt zu wahren, allerdings nur, wenn ich wieder Jugendliche oder Kinder unterrichten sollte. - Noch zu meinem Hintergrund: Ich arbeite derzeit mit Erwachsenen im 2. Bildungsweg, habe aber davor viele Jahre Jugendliche und Kinder in allen deutschen öffentlichen Schulformen unterrichtet.",NA,NA,"qualtrics"
"33",75,"False","28.03.24 12:40","DE","63321","1",49,"2","Deutschland",0,0,1,1,1,0,"","Public school","",0,1,1,0,0,0,0,0,0,0,"",4,4,2,6,1,2,2,1,1,2,5,6,6,5,4,3,5,5,7,7,3.4,1.6,5.2,5.4,0,1,1,NA,NA,1,2,NA,"1","1",2,"3","Die ""Macht"" liegt bei den Programmierenden, nur bedingt kontrollierbar, 
Manipulation im großen Stil möglich","Der Vorteil der Individualisierung des Lernprozesses bringt als Nachteil die Verringerung der sozialen Komponenten und der Verantwortung für die Gruppe","","Klare Regeln und festgelegte Kontrollen ","","","Individualisierung","","","","","","Bei Übungsaufgaben unmittelbare Korrektur der Fehler, Analyse der Fehler und Auswahl dafür passender weiterer Aufgaben ","baxter","1",3,14,51,50,52,50,30,50,52,50,55,60,50,50,50,50,"7","4","10","12","12","7","11","6","4","6","11","9","10",NA,NA,NA,NA,"","0","0","0","","0","0","0","","0","0","0","0","","0","0","0","0","0","0",1,1,2,"",NA,NA,"qualtrics"
"34",100,"True","02.04.24 09:27","EN","79931","1",47,"1","UK",0,0,0,0,1,0,"","Public school","",0,0,0,0,0,0,0,0,0,1,"film & media",6,6,6,3,2,2,2,2,2,2,7,6,6,7,6,5,3,2,6,3,4.6,2,6.4,3.8,0,0,0,0,NA,NA,NA,NA,"2","4",14,"4","Setting up student expectations to be high, then potentially disappointed if the reality doesn't match the ideal","","","If students were taught about theory first, and expectations were managed, it could be okay","","","If robotics and IA are to become more prominent in the future it makes sense to educate young people as to how they will be used in society","Robots in education could help students to see concepts in a new light","","Teachers need more training before they are introduced into the classroom","","","They could encourage participation in activities and group discussions through games with students, or by sharing tasks in a group","baxter","1",5,30,62,75,20,27,24,50,4,23,24,4,28,28,20,5,"12","5","12","12","12","12","12","12","8","12","12","10","8","89","10","9","24","Engineering tasks","0","0","1","I think it's mainly aesthetics","0","0","1","Seems to be based on what would work well in a large space with plenty of people","0","0","1","0","Some seem more obvious as instructors and others as listeners","0","0","0","0","0","0",1,1,2,"","passed","passed","prolific"
"35",100,"True","02.04.24 09:37","EN","18962","1",50,"1","Spain",0,0,0,0,1,0,"","Public school","",1,0,0,0,0,0,0,0,1,0,"",2,2,1,2,2,4,5,3,4,7,4,5,5,3,3,6,5,6,7,6,1.8,4.6,4,6,1,0,NA,NA,2,NA,NA,NA,"3","2",7,"2","no personal attention","deshumanization, lack of human touch","","education should always have a human/emotional approach","well, that's clear, isn't it?","","more time available to pay attention to students","a call to students' attention","avoid repetitive tasks","pay attention to more students at the same time, some will be with the robot, and some with me.","it's a novelty, so students may be attracted to it.","prepare some kind of materials.","mainly to avoid repetitive tasks, and also as an assistant.","baxter","1",4,17,2,36,1,2,1,1,1,1,1,3,1,1,1,1,"12","3","9","11","9","10","11","12","9","7","11","12","2","1","1","1","1","mixing coctails","0","0","1","I was based on intuition only, I think it is the best way to perform this task.","0","0","1","some of them are really creepy, they are not suitable for anyone.","0","1","0","0","This time I find the categories to be wrong.","0","0","0","0","0","0",1,1,2,"N/A","passed","passed","prolific"
"36",100,"True","02.04.24 09:39","EN","56880","1",58,"2","italy",0,0,0,1,1,0,"","Public school","",1,0,0,0,0,0,0,0,0,0,"",7,6,6,6,7,3,4,4,1,4,7,6,6,7,7,4,5,4,7,5,6.4,3.2,6.6,5,0,0,0,0,NA,NA,NA,NA,"2","2",4,"4","lack of social interaction that can affect children's social ans emotional relationship","","","Teachers can be responsible to reduce risks not forgetting the important of roleplay activities among groups of students, for instance","","","benficts could be improving personalized learning experience","robots could be used to promote creative and kinestetic learning","robots could be useful for helping students with disabilities","Teachers are the first responsible","","","robots could help students to improve thei knowledge about artificial intelligence by providing useful learning experience","baxter","1",32,32,61,100,76,8,38,52,11,1,1,1,30,25,49,95,"2","1","11","12","12","11","12","12","11","8","12","10","4","100","100","47","83","nothing else","1","1","0","the puppets are more attractive for children","1","1","0","some of them are more useful in groups
","0","0","1","0","all of them could be used for different tasks","0","0","0","0","0","0",1,1,2,"Nothing, thanks","passed","passed","prolific"
"37",100,"True","02.04.24 09:41","EN","64912","1",25,"1","UK",0,0,0,1,1,0,"","Public school","",0,1,0,0,0,0,0,0,0,0,"",5,6,5,4,5,2,2,1,2,4,7,7,6,5,6,6,6,6,7,6,5,2.2,6.2,6.2,NA,1,0,0,NA,2,NA,NA,"4","5",6,"4","","","","","","","Making routine tasks easier","","","","","","Automating attendance","baxter","1",15,43,51,75,64,39,50,83,73,32,55,72,31,10,13,93,"10","9","6","7","6","4","8","4","10","3","7","5","10","15","56","44","36","sorting items","0","1","0","their functions","0","1","0","","0","1","0","0","","0","0","0","0","0","0",1,1,2,"","passed","passed","prolific"
"38",100,"True","02.04.24 09:41","EN","77552","1",27,"2","England",0,0,1,0,0,0,"","Public school","",1,1,1,1,1,1,1,0,1,0,"",2,7,1,1,1,4,6,4,5,4,1,4,4,5,4,6,6,6,7,4,2.4,4.6,3.6,5.8,0,0,0,0,NA,NA,NA,NA,"1","2",5,"1","Children become to reliant on the robots.","Robots delivering unfactual information.","Rusty interactions between children.","Limit or time restrict the childrens contact.","","","Recalling facts.","","","I think it would benefit children by helping them to recall facts. I don't think a robot could be used to actually teach children information. Fact recalling is an easy thing that can be unmonitored.","","","I don't think social robots could be used at all, even for children who don't have many friends leaving them with a robot for interaction isn't the answer.
A robot will struggle to show undrestanding or empathy with children in different situations.","baxter","1",51,50,14,49,1,1,20,16,1,1,1,1,1,3,1,49,"12","7","12","12","12","12","12","12","12","12","8","12","2","6","5","6","7","this robot does not seem approriate for use with children","0","1","0","I have gone from the appearince of the robots and what their possible uses could be. More friendly appearing robots will be more appealing to children. ","0","1","0","Based on their general apperance and how they would captivate the group or individual. ","1","0","0","0","I have grouped them again based on their apperance and how children will perceve them being in their classroom. ","0","0","0","0","0","0",1,1,2,"This was an interesting survey to think about how robots and AI could potentially be used and percieved in the classroom.","passed","passed","prolific"
"39",100,"True","02.04.24 09:43","EN","33440","1",35,"2","Spain",0,0,1,1,0,0,"","Public school","",1,0,0,1,0,0,0,0,0,0,"",6,5,5,6,4,1,2,1,1,4,6,6,4,4,5,5,4,3,4,4,5.2,1.8,5,4,0,1,0,0,NA,5,NA,NA,"3","2",7,"3","The robots may not understand instructions or language coming from children","Children may become addicted to or dependent on them","","","Impose time limits on robot interaction","","Could lighten the teachers' workload e.g. when dealing with fast finishers, or children with extra difficulties","","","","","","they could take on a role similar to that of a teaching assistant, helping individual children with their work, as well as doing some administrative tasks such as marking exams, correcting homework etc.","baxter","1",44,47,100,100,52,50,14,86,14,50,20,14,50,21,38,90,"11","3","11","10","11","7","12","11","4","5","7","9","4","93","8","86","96","No","0","1","0","The 3 robots in the ""neither category"" have no real educational value from my point of view. The ones in the ""children"" group seem friendly, more like teddies or toys which I feel children could relate to more.","0","1","0","The ones in the ""both"" group, as they are the most humanlike, I can imagine taking on a role similar to that of a teacher, i.e. being able to work with both individuals and groups.","0","1","0","0","The ""novice"" group seem to be the least technologically advanced robots, and so seem to be better suited to a more passive, learner role.","0","0","0","0","0","0",1,1,2,"No","passed","passed","prolific"
"40",100,"True","02.04.24 09:44","EN","65834","1",29,"2","UK",0,0,1,1,1,0,"","Public school","",0,0,0,1,0,0,0,0,0,0,"",3,4,3,3,5,4,3,5,4,5,5,6,6,5,5,5,6,6,6,6,3.6,4.2,5.4,5.8,NA,1,1,1,NA,5,2,4,"4","5",12,"4","That it will lead to the eventual mechanisation of education, whereby teachers are not needed and the profession is devalued","","","That software is just used for quantitative analysis and that teachers specialisms still hold weight when looking at extended writing and pedagogy","","","To make marking automated - in multiple choice/ knowledge tests to reduce workload","To analyse data so we have more time to create resources to address gaps","To quiz students or provide game-like simulation to make learning more fun","Robots would be AI- would depend on cost and accessibility at school","This would depend on the 'academy' adoption- whether they feel this would benefit middle and senior leaders","Again, investment in the platform from the school and also students having the software on apps to access it for homework- so cost of living huge bearing ","Social robots could potentially be used as TAs or learning coaches (support student writing or help student 1:1)- this would be particular advancement. I more envisage AI when we consider robots- perhaps a platform students can talk to and get guided to resources/ people (like an emotional triage). AI to also analyse data and suggest areas for teachers to go over to address gaps? Lastly, some kind of gaming 'learning/discovery' software that helps students learn through play","baxter","1",84,53,25,95,17,37,15,50,18,28,72,59,18,18,53,94,"12","1","11","11","12","11","12","12","4","12","12","8","2","68","52","65","25","More a physical sorting robot","0","1","0","Cute robots that don't offer any room for anxiety for children. Robots for both- can have a function in an educational setting and retail/ domestic/ work. Adult- robot that potentially looks dangerous and would need to have someone capable of running and the other reminds me of a vacuum for some reason (domestic tasks)","0","1","0","The ones that resemble 'toys' as individual- as toys are quiet personal, the more human resemblance for group settling- as humans are social creatures","0","0","1","0","Robots that resemble humans and look like they are more intelligent in the teacher and tutor column. More 'toy' robots acting as companions as sounding boards to the learning process. ","0","0","0","0","0","0",1,1,2,"N/A","passed","passed","prolific"
"41",100,"True","02.04.24 09:44","EN","67335","1",28,"2","UK",0,1,1,0,0,0,"","Public school","",1,1,1,1,1,1,0,0,0,0,"",3,3,3,2,4,5,6,5,2,6,2,5,4,4,4,6,7,6,5,4,3,4.8,3.8,5.6,0,1,0,0,NA,2,NA,NA,"2","4",4,"1","Children will become lazier","Children won't take robots seriously, behaviour will become worse.","","Teachers would need to be present to minimise the risks","Teachers would need to be present to minimise the risks","","","","","","","","Researchers have used them to read stories to preschool students in Singapore, help 12-year-olds in Iran learn English, improve handwriting among young children in Switzerland and teach students with autism in England appropriate physical distance during social interactions.","baxter","1",15,64,44,58,65,40,34,58,15,21,32,68,51,43,53,76,"3","1","4","2","4","2","8","8","2","3","2","3","2","54","17","51","67","No","1","1","0","Some are more child friendly than others","0","0","1","I don't believe any will be suitable","1","0","0","0","N/A","1","0","0","0","0","1",1,1,2,"","passed","passed","prolific"
"42",100,"True","02.04.24 09:46","EN","10716","1",51,"1","United Kingdom",1,1,1,0,0,0,"","Public school","",1,1,1,1,1,1,0,0,1,0,"",6,6,4,4,4,3,3,2,3,3,6,7,5,4,6,2,4,2,5,4,4.8,2.8,5.6,3.4,0,1,1,1,NA,3,4,3,"3","4",10,"4","Boredom of students as the technology quickly becomes obsolete.","Malfunctioning or unresponsive technology.","The implication of cost.","Using robots for appropriate ages and stages of development. ","Assigning tech support early on.","Trial periods of reduced cost.","Use with children with autism or SEND in general.","The potential for more personalised education.","Educating children who refuse school or find attendance problematic.","Creating robots with understanding or SEND needs and engagement. ","Robots tailored for individual or potentially home learning.","The use of a blended robot/real time educational provision.","Task setting, group work, additional activities (quizzes etc.)","baxter","1",37,37,36,40,41,31,31,51,32,16,37,18,29,26,27,32,"11","8","8","12","11","10","12","10","5","10","8","7","11","33","46","40","72","A Design and Technology aid.","1","1","0","The look, textures and approachability of each design.","0","1","0","The individual choices are more personal whereas the group / both seem more programmable. ","1","0","0","0","The fact that some robots clearly have screens/possible speech capacity lends these to more of a tutor focus.","0","0","0","0","0","0",1,1,2,"","passed","passed","prolific"
"43",100,"True","02.04.24 09:47","EN","78689","1",46,"2","United Kingdom ",0,0,1,0,0,0,"","Public school","",0,1,0,0,0,0,0,0,0,0,"",4,6,6,5,5,5,5,6,6,6,6,5,5,5,5,6,6,6,6,5,5.2,5.6,5.2,5.8,0,0,0,0,NA,NA,NA,NA,"2","3",3,"2","Could give them the wrong answers ","Could rely on them too much","","","","","Answer questions ","Support the children","Can be seen as a person they can talk to. ","","","","Help with spelling, punctuation and grammar 
Someone who they can talk to
","baxter","1",62,56,62,78,59,65,46,80,33,58,94,89,55,83,81,85,"12","1","12","11","12","5","10","12","1","2","3","4","1","79","84","79","83","A friend","0","1","0","Children soft and cuddly
Adult more scary looking
Both just could be used for both ","1","1","0","Group the ones that look like they are more interactive
One person the more cuddly ones","0","1","0","0","More robot like work on tasks with children.teacher the cuddly ones to support","0","0","0","0","0","0",1,1,2,"","passed","passed","prolific"
"44",100,"True","02.04.24 09:51","EN","33771","1",32,"2","Hungary",0,0,1,1,0,0,"","Religious school","",1,0,0,0,0,0,0,0,0,0,"",6,6,2,5,5,3,5,1,2,1,6,5,6,5,5,3,6,6,6,5,4.8,2.4,5.4,5.2,0,1,1,NA,NA,2,1,NA,"2","2",13,"4","Maybe the students want to use them evers day.","Isolated kids from each other.","","School and the teachers need a                                                mentor","I have to be creative to kids work together","","Kids are motivated","Kids meet with technology n the class, so they can ask.","","Kids need IT skills, and that is one way can help them. ","Tecahers need courses and mentors to be better","","They can play a roll in a book; can practice dialogues with them; can simulate situations.","baxter","1",61,63,47,90,38,44,44,48,37,57,25,26,27,25,39,100,"9","4","12","12","11","12","12","12","12","12","1","12","9","76","5","7","7","Good for experimentss or learnig mathematic","1","1","0","The cute animals fit for children. But the other robots are more serious, so they can teach serious things both children or adults. It depends on the subject.","0","1","0","One person gropu robots are very emotionally and personally.
Group robots can teach more than 2 people.
Both are not so intelligent to teach a group.
Neither group is just cute but I don't know how useful is.","0","0","0","1","Tacher gropu can speak and make gestions.
Tutor ar friendly an sociable, so they can tutor the students.
Peer is very interactive.
Novices are waiting for studies","0","0","0","0","0","0",2,1,3,"-","passed","passed","prolific"
"45",100,"True","02.04.24 09:52","EN","70498","1",41,"1","Canada",0,1,1,1,0,0,"","Public school","",1,1,1,1,0,1,0,0,0,0,"",6,5,6,2,4,2,5,2,2,4,6,6,7,6,5,5,5,6,5,6,4.6,3,6,5.4,0,1,1,NA,NA,1,1,NA,"1","2",5,"4","Risk of cheating or passing off the robots' work as the students' own.","","","Monitoring use in a classroom/controlled environment","","","Automating simple or redundant tasks","Teaching logic and problem solving","","","Specific instruction in programming/designing/using robots","","Additional attention given to students in routine task, allowing teacher to focus more on complex needs","baxter","1",24,27,83,69,63,21,40,70,2,2,10,18,5,2,2,65,"12","1","7","9","8","1","12","12","5","6","10","11","1","2","3","3","28","Factory robot","0","1","0","","1","1","0","","0","1","0","0","","0","0","0","0","1","0",3,1,4,"","passed","passed","prolific"
"46",100,"True","02.04.24 09:53","EN","92964","1",28,"1","spain",0,0,0,0,1,0,"","Private school","",0,0,0,1,0,0,0,0,0,0,"",1,2,1,6,2,7,3,4,3,6,4,6,3,1,6,6,7,6,7,7,2.4,4.6,4,6.6,1,1,1,0,4,5,2,NA,"1","1",4,"1","make students asocial","","","the teacher making contact with the students more continuous. the teacher would be responsible. Being much more social than they are and paying more attention to the students' feelings","","","","","","","","","Organizing activities between students with socialization problems with more extroverted students. Perhaps an activity would be to bring together two students who have both characteristics with the robot and tell it about their concerns and if they could be friends.","baxter","1",38,14,4,7,8,7,9,7,7,7,7,6,9,21,10,7,"9","5","12","12","11","12","9","11","4","12","12","9","12","8","6","6","13","No","0","1","0","Those that resemble animals for children and those ""more technical"" robots are more appropriate for adults.","0","0","1","Those that are very ugly are not useful for an educational context because I think they do not attract the attention of the students. More technical robots for the group would go well, while those that resemble stuffed animals are more suitable for a single individual.","0","0","0","1","Based on their appearance I have been designing their skills with the students","0","0","0","0","0","0",1,1,2,"No","passed","passed","prolific"
"47",100,"True","02.04.24 09:57","EN","75250","1",28,"1","Hungary",0,0,0,0,1,0,"","Public school","",0,0,0,0,0,0,0,0,1,0,"",4,5,4,7,1,1,1,1,1,1,7,7,7,7,5,7,6,4,7,7,4.2,1,6.6,6.2,0,1,0,NA,NA,4,NA,NA,"3","3",11,"3","ethical concerns, eg. emotional support for the children","high initial costs","","the collaboration between using robots and humans needs to be balanced","i guess only time will fix this.","","enhanced accessibility","fair and equal education","","students with disabilities would benefit from this greatly.","poorer regions would benefit the most","","In poorer regions and for students with disabilities or learning difficulties, robots can be valuable educational resources, offering personalized learning support. It couild enhance remote learning opportunities as well","baxter","1",63,100,12,90,22,2,28,79,0,3,0,0,12,0,8,0,"12","3","12","11","11","7","12","11","4","1","9","10","5","21","12","0","57","-","0","1","0","robots for children should be cute. More human-like robots suit better for adults, as they may scare the children.","1","1","0","i think all of them are suitable for groups. Well expect for the rubber duck. that is useless.","1","0","0","0","not really. it does not make too much sense. Adult-like robots should be teachers, that is for certain.","0","0","0","0","0","0",1,1,2,"not really","passed","passed","prolific"
"48",100,"True","02.04.24 10:00","EN","46815","1",61,"2","England",0,1,0,0,0,0,"","Religious school","",1,1,0,1,0,0,0,0,0,0,"",5,5,4,5,5,4,5,2,2,1,7,6,6,7,5,6,6,3,7,5,4.8,2.8,6.2,5.4,0,1,1,NA,NA,2,1,NA,"3","3",4,"4","Giving children the wrong information if they did not understand the lesson.","Physical malfunction could hiut someone.","They could eventually lead to people losing their job.","Keep them away from emotional issues.","Have an easy cut of switch if things do go wrong.","","There could be more children given individual assistance if there were robots of the right kind.","They could carry out basic duties such as tidying, sharpening pencils and cleaning paint trays while humans carried on with a lesson.","There is the risk they may get things wrong and a child may be hurt.","Robot users could explain what qualities in a robot would help them.","Engineers could add skills that could be used on other areas.","","They could help in lessons with some subjects, carry out basic tasks and could befriend some children to an extent.","baxter","1",47,73,88,83,84,78,67,71,46,49,53,76,62,67,42,75,"4","4","7","12","12","10","3","2","4","3","8","6","3","89","63","38","15","Scientific experiments","0","1","0","Some of the cuter ones seemed more suitable for children while the one in noether looks a little scary","1","0","0","It was hard to decide and some could be put in a different catagory on a different day.","1","0","0","0","The more human looking ones could be a substitution for the teacher.","0","0","1","0","0","0",1,1,2,"Not the robots but the survey took far too long. Had I known it would take an hour not the 30 minutes stated I would not have done it.","passed","passed","prolific"
"49",100,"True","02.04.24 10:02","EN","15438","1",54,"2","United Kingdom",1,0,0,0,0,0,"","Public school","",0,0,0,0,0,0,0,0,0,1,"eyfs",5,5,3,3,2,6,4,5,5,7,6,6,7,6,5,6,6,7,7,7,3.6,5.4,6,6.6,0,0,0,NA,NA,NA,NA,NA,"1","1",1,"2","Children do not learn to interact with other people. Social skills are already being lost to technology and I think this will lead to more isolation and feelings of anxiety and depression ","Teaches will be out of a job.","Children will not learn in a variety of ways that suit their learning styles - it becomes a process","Having an adult in the room to support childen and to do some of the teaching","Tactile robots that could react to emotions of the children","","Uniform delivery of input.","Not easily distracted","","Brilliant programming","Understand emotions of the audience","","Delivering facts to older children and demonstating experiments etc. Helping with remote learing and ensuring a curriculum is delivered uniformly and on time. By suggesting ways to teach subjects as able to scan the interent quickly for ideas","baxter","1",1,1,55,66,53,25,27,39,1,39,26,35,32,38,40,68,"10","1","10","6","9","12","11","8","4","3","6","6","4","67","1","1","1","Tidying the classroom, in the lunch hall, practical demonstrations in science etc","0","0","1","The appearance and therefor appeal to their audience","0","1","0","Again the appearance and what I imagine they might be used ford","1","0","0","0","I am not sure really it would depend how they were programmed","0","0","0","0","0","0",2,1,3,"","passed","passed","prolific"
"50",100,"True","02.04.24 10:03","EN","48144","1",42,"1","England",0,0,1,0,0,0,"","Public school","",1,1,1,1,1,1,1,0,1,0,"",4,3,4,5,2,3,4,2,3,4,4,6,4,6,4,6,6,6,5,3,3.6,3.2,4.8,5.2,0,0,0,0,NA,NA,NA,NA,"1","4",4,"3","","","","","","","","","","","","","I really don't have a full enough understanding of what a social robot is to be able to answer how it could be used.","baxter","1",1,1,31,1,13,26,19,49,4,1,5,23,2,1,10,24,"6","1","11","12","12","12","12","12","4","7","9","10","1","1","1","1","1","No","0","0","1","The cute ones are very children friendly. The ones I put in both would be good for children but I feel may need some adult support. The neither ones are creepy!","0","0","1","Most of them would be useful either as a one-to-one object or in use as small groups","0","0","1","0","Many of them are simple interactive toys that children can interact with.","0","0","0","0","0","0",1,1,2,"No","passed","passed","prolific"
"51",100,"True","02.04.24 10:04","EN","75239","1",49,"2","USA",1,1,0,0,0,0,"","Public school","",0,0,0,0,1,0,0,0,1,0,"",7,6,7,7,7,1,1,1,1,1,7,7,7,7,7,2,7,1,3,4,6.8,1,7,3.4,0,1,0,1,NA,1,NA,1,"4","5",12,"5","Safety issues if Robots malfunction","","","","","","Greater opportunities for learning technology at a young age","Ability to watch children when the teacher is working on a lesson or has their back turned. ","Ability to fill in gaps in learning and to provide unique one on one learning","","","","They could be used as teacher assistants and yard monitors as well as other endless applications.  Depending on how advanced they are, they could essentially be another person in the classroom. ","baxter","1",17,20,83,12,90,3,75,51,1,1,15,12,1,1,1,1,"12","8","12","11","12","12","12","12","6","12","12","12","12","53","1","1","1","Not that I can think of","0","1","0","I think that the cute robots are best suited to charm kids, and the more universal looking ones are best for both.  The one looked dangerous, and I put it in the adult category.","0","0","1","Some of these seemed quite little and cuddly and I thought that they might be good for individual use more than a group of kids all wanting to hold it. ","0","0","0","1","I think the most human ones are the ones that would be best suited for teaching. ","0","0","0","0","0","0",1,1,2,"Thank you for letting me participate. ","passed","passed","prolific"
"52",100,"True","02.04.24 10:04","EN","19791","1",33,"1","Italy",0,0,0,0,1,0,"","Public school","",0,0,0,1,0,0,0,0,0,0,"Philosophy and History",3,3,4,3,3,4,7,6,4,5,5,5,4,4,4,6,5,4,7,7,3.2,5.2,4.4,5.8,0,NA,0,0,NA,NA,NA,NA,"1","3",3,"3","might be awkward for kids to interact with them, also because interacting with a human will always be different","","","I'm sure somebody will find it useful for specific purposes even though I can't name one","","","same as before","","","","","","enhance social relationships with autistic kids? I don't know","baxter","1",5,6,3,19,5,7,7,23,10,5,7,9,5,6,6,6,"12","7","9","12","5","12","6","10","10","6","10","3","6","8","10","11","44","","0","1","0","","0","0","1","","0","0","1","0","","0","0","0","0","0","1",2,1,3,"","passed","passed","prolific"
"53",100,"True","02.04.24 10:07","EN","83018","1",41,"2","united kingdom",1,1,0,0,0,0,"","Public school","",0,1,0,0,0,0,0,0,0,0,"",4,4,4,3,3,6,4,5,6,5,6,4,5,5,4,5,5,7,6,6,3.6,5.2,4.8,5.8,0,1,0,0,NA,4,NA,NA,"1","1",1,"2","less interaction with students","malfunction","loss of data","dont know","dont know","dont know","do mundane tasks","","","give them filing tasks to free up teachers time","","","they could engage with a group of children","baxter","1",9,8,35,50,23,27,23,40,25,22,46,58,26,84,30,62,"1","2","12","12","12","12","12","12","2","3","10","5","4","14","11","14","18","n/a","0","1","0","the pones for children are based more on appearence","0","1","0","ones related to manual tasks more suitable for groups","0","1","0","0","n/a","0","0","0","0","0","0",1,1,2,"","passed","passed","prolific"
