"","Progress","Finished","RecordedDate","UserLanguage","ParticipantID","consent","age","gender","country","teach.age_1","teach.age_2","teach.age_3","teach.age_4","teach.age_5","teach.age_6","teach.age_6_TEXT","teach.school","teach.school_5_TEXT","teach.subject_1","teach.subject_2","teach.subject_3","teach.subject_4","teach.subject_5","teach.subject_6","teach.subject_7","teach.subject_8","teach.subject_9","teach.subject_10","teach.subject_10_TEXT","gators_RA1","gators_RA2","gators_RA3","gators_RA4","gators_RA5","gators_RA6","gators_RA7","gators_RA8","gators_RA9","gators_RA10","gators_RA11","gators_RA12","gators_RA13","gators_RA14","gators_RA15","gators_RA16","gators_RA17","gators_RA18","gators_RA19","gators_RA20","gators_pp","gators_pn","gators_sp","gators_sn","priorcontact.industrobot","priorcontact.domestrobot","priorcontact.socialrobot","priorcontact.otherrobot","priorcontactamount.industrobot","priorcontactamount.domestrobot","priorcontactamount.socialrobot","priorcontactamount.otherrobot","videos.amount","movies.amount","movies_seen","robots.skepticism","robot.risk_1","robot.risk_2","robot.risk_3","risk.mitigation_1","risk.mitigation_2","risk.mitigation_3","robot.benefit_1","robot.benefit_2","robot.benefit_3","benefit.mitigation_1","benefit.mitigation_2","benefit.mitigation_3","usecases.education","robot","robot_type","familiarrobot","familiarobjec","safety","competence","comfortable","friendliness","creepycute","badgood","physicalwarm","socialwarm","humanform","humanmotion","socialcompetence","socialness","socialintelligence","intelligence","ranksafety","rankcompetence","rankcomfortable","rankfriendliness","rankcreepycute","rankbadgood","rankphysicalwarmth","ranksocialwarmth","rankhumanform","ranksocialcompetence","ranksocial","ranksocialintelligence","rankintelligence","suitmath","suitdifftask","suitread","suitart","suitother","suitchildren","suitadults","suitageneither","why_age","suitindividual","suitgroups","suitindivgroupneither","why_group","suitteacher","suittutor","suitpeer","suitnovice","why_role","favoriteteacher1st","favoriteteacher2nd","favoriteteacher3rd","favoritestudent1st","favoritestudent2nd","favoritestudent3rd","Views","Viewssuit","totalviews","addthoughts","attentioncheck1","attentioncheck2","source"
"446",100,"True","03.04.24 03:30","EN","81706","1","58","1","GREECE",0,0,"0","0","1","0","","Public school","","0","0","0","0","0","0","0","0","1","0","",5,5,5,4,6,2,5,3,3,2,7,6,7,7,6,6,6,6,7,7,5,3,6.6,6.4,"1","1","1","1","3","5","4","4","3","3",9,"4","hacked software","not safe materials","","making safer software","using eco-friendly materials","","better learning skills","maybe some personalized learning experiences","supporting kinetic and other activities hard to executed by a human","better hardware","better software","more acceptance by people","Almost all educational activities can be done by a robot, according its software and hardware","pepper","1","67","67","75","75","86","84","69","73","85","79","83","85","79","86","75","74","5","3","2","11","10","3","10","6","11","5","8","2","2","73","72","74","53","as a company","1","1","0","their structure and materials is the reason I have chosen their groups.","1","1","0","based on their shape","1","0","0","0","",0,1,0,0,1,0,1,1,2,"No comments, thank you.","passed","passed","prolific"
"447",100,"True","03.04.24 03:41","EN","20402","1","33","1","Uk",1,1,"0","0","0","0","","Public school","","0","0","0","0","1","0","0","0","0","0","",4,4,4,5,4,6,4,3,6,2,6,6,4,6,5,5,6,6,5,6,4.2,4.2,5.4,5.6,"0","1","1","1","","2","4","2","4","4",15,"4","I think that teachers would be cut out of picture with the increased use of robots.","","","We could show how teachers and robots could work alongside each other.","","","It could be used to tackle the workload. ","","","It would have to come down from the top. It would need to be management led.","","","Social robots could be used to support pupils development.","pepper","1","47","45","52","42","54","75","75","64","68","48","18","57","46","36","43","51","6","7","8","1","4","8","6","1","2","2","9","3","4","70","46","66","38","Helping direct educational outcomes.","1","1","0","Childrens ones are softer and the ones for both have universal appeal. ","1","0","0","I think they are more for the individual ","0","0","0","1","I think they are more suitable for being used as teaching aids.",1,0,0,0,1,0,1,1,2,"","passed","passed","prolific"
"448",100,"True","03.04.24 03:52","EN","23037","1","53","2","SCOTLAND",0,0,"1","0","0","0","","Public school","","1","1","1","0","1","1","0","0","0","0","",5,6,5,5,5,3,5,5,3,5,7,6,7,7,7,2,5,5,7,7,5.2,4.2,6.8,5.2,"0","0","1","0","","","1","","1","1",2,"4","scare pupils!","fall over/ cause an accident","run out of power/ stop working","pupils get involved in the design of the robots, could have dog or cat robots!","have warning sensors","designed well","could support pupils with special needs","could help play floor games in maths and english","could help in ict","could benefit art lessons","could play in the playground","do admin tasks, mark jotters, homework","They could be used in being part of individual, group and class activities. They could be used in Gym to set ou equipment, play games. Outdoor PE games
Literacy lessons, support SEN pupils in class, all capabilities and challenge more able.
Art lessons get materials set up and do and tidy away.
","pepper","1","4","42","44","51","60","56","46","42","43","55","52","46","45","55","41","48","2","3","4","7","5","8","12","1","1","1","1","1","2","72","65","65","66","","1","1","0","","1","1","0","","1","0","0","0","",0,0,0,1,0,0,1,1,2,"","passed","passed","prolific"
"449",100,"True","03.04.24 03:54","EN","58890","1","47","2","United Kingdom",0,0,"1","1","1","0","","Public school","","0","0","0","0","0","0","0","0","1","0","",6,7,6,7,6,1,1,1,1,1,7,7,7,7,7,1,1,1,1,2,6.4,1,7,1.2,"1","1","1","0","4","5","5","","4","5",15,"5","Risks of learners taking advantage of this and messing about and not using the robot for what it is designed for.","The costs involved in the beginning and throughout. Upfront costs, maintenance costs, subscriptions and upgrading will cost the educational settings.","IT admin side of the technology used would require training and more specialist support from the company providing the robots.","Making sure that any time with robots is monitored. This could sit with the IT team to monitor the usage. The robots would have an alert to notify the IT team if it has been tampered with or if key words have been asked of it.","The costs could come from the local authority and not the school. School fundraising or sponsorship from companies could be used to support the use of this technology.","Having training provided for the IT team and support between the IT team and the company providing the robots.","This can speed up planning of lessons and assessing classwork quicker than a teacher. It can give you ideas about lesson planning and can provide you with easy ways to assess students","Can provide support for students who speak a different language by replacing teaching assistants.","They can help students that are struggling with being in school or are anxious in school. The robot can support them and calm their nerves. It can construct a learning pathway suitable for them.","The teacher would be responsible for the benefits with support with their lessons. It could save them preparation time if this could cut down the planning time and assessing time. Robots would need to adapt to looking at the lesson structures and planning needed, then construct the resources needed for the lessons to be outstanding.","This would benefit the teachers and teaching assistants to free up time spent trying to translate lessons for students who struggle with English. It might also help with students learning languages and improve their attention.","This would benefit schools by getting learners in school that might be a school refuser. This would encourage them to be less anxious through the different techniques available. The robots would be dedicated to supporting the learning and making the student feel supported and comfortable.","Social robots can be a teacher or a peer to a students. They would be useful as a one-to-one teacher for the student to help them learn individually. If a student wants to learn a new language then they can use a social robot to teach them either as a peer or a teacher with a conversation. A robot could be used for story telling to build up language skills to primary school children and this could use facial expressions at the key points.","pepper","1","100","100","97","97","96","97","73","98","95","94","96","96","98","97","98","97","7","1","11","11","11","9","12","3","2","1","1","1","4","100","100","100","99","Anything to do with learning, as this could replace a teacher in the classroom.","0","1","0","The physical appearances of the robots make them more susceptible to either children or adults. The friendly toy like appearances of some robots make them suitable for children and more friendly. Whilst the robots that appear human like and industrial in appearance are more suitable for adults. Some of the robots appear quite unfriendly and would possibly scare children.","0","1","0","The physical features and the characteristics make them suitable for groups or individuals. Some are more suitable for one-to-one support and others are useful in either group or individual settings.","1","0","0","0","The robots are able to support the learners or teach them",1,0,0,1,0,0,2,1,3,"","passed","passed","prolific"
"450",100,"True","03.04.24 04:19","EN","27984","1","58","2","UK",0,0,"0","1","1","0","","Public school","","0","0","0","0","0","0","0","0","0","1","Business Management",4,5,4,4,5,4,5,3,3,4,6,5,6,6,5,5,5,5,5,4,4.4,3.8,5.6,4.8,"0","0","1",NA,"","","3","","2","2",3,"3","The risk is that the information that the robot has is not accurate or up-to-date and so does not provide the correct information to pupils. ","The robot cannot recognise what the student is asking and so cannot help them and it frustrates the student so it puts them off using the robot.","","Programmers or teachers would need to manually check the information that has been given to ensure that it is accurate.  Or there could be clear instructions given/asked to check that the student can say they do not understand and it would automatically create a help request that teachers would then have to respond to.","Programmers or teachers would need to manually check the information that has been given to ensure that it is accurate.  Or there could be clear instructions given/asked to check that the student can say they do not understand and it would automatically create a help request that teachers would then have to respond to.","","It may encourage some students to interact more.","It could be good to give support to students on a one-to-one basis when they submit work as the robot could self mark to help with the teacher's workload and automatically give feedback asap.","Pupils could get support as and when they need it whether they are at home or at school and this would help them to stay engaged.","Have more interactive activities for students to do.  Teachers and educational authorities could organise for this to be rolled out across the authority by employing someone to write these activities.","Have the robot able to recognise answers that may not be spelt correctly or typed correctly to make marking more accurate and reduce the teacher's need to check and manually correct things that may have been marked wrongly but are actually correct.","I am not sure.","Set tests from being able to read text, etc and automatically create quizzes, etc to reduce teacher workload and provide a vast amount of materials for pupils to help them learn.  They could mark work and provide instant feedback to encourage students to remain engaged with working.","pepper","1","21","5","26","25","50","36","48","45","29","36","47","36","22","32","24","28","2","1","1","1","5","2","1","2","2","2","2","1","2","74","67","62","6","Could be good for music.","1","1","0","The robots for children are cute and therefore more suitable for children to get comfort from.  ","1","1","0","I think the individual setting is great for these robots as they give one-to-one support.","1","0","0","0","For the novice I think these would ideal as they have many slow moving parts.",1,0,0,0,1,0,1,1,2,"I found this survey very long and therefore under paying.","passed","passed","prolific"
"451",100,"True","03.04.24 04:45","EN","29440","1","33","2","United Kingdom",0,1,"0","0","0","0","","Public school","","1","1","1","1","1","1","1","1","1","0","all subjects",5,5,4,3,5,6,6,5,6,2,5,6,4,3,5,7,6,7,7,5,4.4,5,4.6,6.4,NA,"1","1","1","","5","5","2","4","3",8,"4","its not always correct.","it would assess more issues than were there previously. ","","in built commands to do directly as told or informed. ","","","i think it benefots teachers as it takes time away from the mundane tasks and aids in helping with childrens pastoral care. ","Children are being raised in a robot centric society. It would be great for the teacher to know of it to teach safety and eliviate any and all concerns. ","robots can help see what gaps children have in their education and therefore bridge those gaps before they move to another year group. ","it would be the headteachers responsibility. ","thid would be the teachers and the career/ parents responsibility. ","This would be solely the teacher responsibility. ","it would be able to do interventions. To aid teachers and teaching staff in bridging the gaps in the childrens education. ","pepper","1","80","21","24","75","98","100","8","100","35","100","76","46","19","63","33","20","1","3","8","2","12","1","10","11","2","12","11","1","3","100","100","90","57","Physical education","0","1","0","The more realistic robots are for the adults, the more friendly and kind robots for the children. Those with both features are for both and those which are lacking in any intelligence are for neither. ","0","1","0","the cuddly items for the singular. The more robotic and life like are for the group. ","1","0","0","0","teh teacher is complex, the robots which have nothing to give are for neither, the cute ones are for the peer assessment. ",0,0,1,0,0,0,1,1,2,"","passed","passed","prolific"
"452",100,"True","03.04.24 05:08","EN","52691","1","38","1","Spain",0,0,"1","1","1","0","","Private school","","1","0","0","0","0","0","0","0","0","0","",1,1,1,2,1,5,7,5,6,4,6,6,6,7,6,7,7,6,7,6,1.2,5.4,6.2,6.6,"1","1","0",NA,"3","2","","","1","4",8,"2","Harm to people, as in physical harm, if the materials used to build such robots are not adequate enough.","Data storage in the memory of robots. If the data is not handle properly, then it could be accessed and used by the wrong people.","","The materials used in building robots should be the adequate ones, and the engineers in charge of building this should be aware of this, so that the risk of injury is mitigated. It has to be taken into account that this robots are being thought to be used with children in educational environments, they need to be safe for children.","The people in charge of doing maintanance to the robots need to be careful with the data that the robots record, and this data is handle and used, and who has access to this data. Privacy must be kept at all times.","","The number one benefit would be to be able to do more in the classroom, provided that the robots are able to interact correctly with the humans, the kids in this case.","","","I suppose that to further increase the interactions with humans, the programmers or the A.I. in the robot would have to be powerful enough to interpret microexpressions from humans. But, I am not sure, this is just my opinion.","","","They could be assistants in the classroom, I don't think that they could take the teachers' roles, but they could be assistants in reinforcing some type of learning.","pepper","1","13","0","48","50","0","69","0","50","53","40","100","76","69","50","49","66","2","2","2","2","3","3","1","1","1","1","2","2","1","100","100","100","100","It can help them read and pronounce difficult words.","1","1","0","THe ones for children look friendly. The ones in Adults look more abstract, therefore need more reasoning skills to be understood. The one in both is human-like so it can be used in many contexts. The ones in neither just look dumb or not useful. Also, the ones in neither do not really inspire any type of learning.","1","1","0","The ones in neither aren't suitable for anybody. The ones in both look human-like, so could be used in any setting. The ones in group setting look friendly. The ones in one person look friendly enough to teach a single activity.","1","0","0","0","Teacher: THey look advanced enough to teach something. Novice: They look really primitive, like to be taught something by the students, something that is easy to learn. Tutors: They look like they could teach something repetitive. Peer: something could be taught to the students to achieve something else.",1,0,0,1,0,0,1,1,2,"Not at the moment.","passed","passed","prolific"
"453",100,"True","03.04.24 06:27","EN","28099","1","51","2","United Kingdom",0,1,"1","0","0","0","","Public school","","0","1","1","1","1","1","0","0","1","0","",3,5,2,3,4,5,5,6,6,6,5,5,4,5,4,6,7,6,5,6,3.4,5.6,4.6,6,"0","1","1","1","","4","4","3","4","4",7,"3","Children may not be able to understand what robots say during interactive work as it is not that personal.","Children could get distracted due to fascination.","Possible breakdown of robots during tasks.","Become more personable and human and less robotic.","Simple non distracting designs of robots.","Make sure they are produced well.","Can lend to more clear information as they are capable of holding more in their memories.","Alleviates the amount of work for a teacher.","","","","","Working with children to complete fact sheets or correcting work they’ve done.","pepper","1","87","88","43","74","47","40","45","68","64","54","42","68","65","65","48","80","11","4","2","5","7","1","1","2","1","3","2","3","2","42","76","65","34","Answering questions","0","1","0","The shape, form and texture of them and how they’re friendly to children ","1","0","0","How socially competent they are ","1","0","0","0","Which seems to hold more information",0,0,0,0,0,0,1,1,2,"","passed","passed","prolific"
"454",100,"True","03.04.24 11:14","EN","67551","1","34","2","Spain",0,1,"1","1","1","0","","Public school","","1","0","0","0","1","1","0","0","1","0","",5,4,4,4,2,3,3,3,3,3,4,6,4,5,5,6,5,5,5,3,3.8,3,4.8,4.8,"1","1","1",NA,"2","4","2","","5","5",9,"4","","","","","","","more information","quickly answers","","","","","interactive","pepper","1","23","37","46","38","51","82","50","52","0","33","44","33","42","36","51","44","4","1","5","3","4","3","2","3","1","1","1","1","1","58","86","91","56","no","1","1","0","Comfort and appearance","0","1","0","Individuality and approach","1","0","0","0","his way of moving and expressing himself",0,1,0,0,1,0,1,1,2,"I think it's better to make seemingly friendly robots so you feel comfortable with them.","passed","passed","prolific"
"455",100,"True","03.04.24 11:25","EN","58453","1","23","2","Spain",0,0,"0","1","1","0","","Public school","","1","0","0","0","0","0","0","0","0","0","",4,7,5,2,3,5,3,5,5,5,7,6,6,7,5,2,4,7,5,4,4.2,4.6,6.2,4.4,"0","1","0","0","","2","","","2","1",2,"2","Teachers lossing their jobs","lossing personal connection and human interaction/ connectin ","Robots not being as good as humans at teaching","Having robots ony as assistants but the same number of teachers","Reducing the use of robots to some specific hours, not too many","Proper education on how to use this technology","Children being motivated","Tool for special education/disabled students","Effectivity, allowing kids to receive help even when the teacher cant ","Proper introduction on how to use the technology","Make sure to work with a good team of professionals that keep accessibility on mind It could hep students who don't speak the language by translating ","Don't really know","Social robots can assist in classroom settings by engaging students, and motivating them They can provide immediate feedback on tasks and solve common mistakes/questions while adapting to individual learning styles ","pepper","1","13","50","60","80","43","62","64","70","37","43","27","60","74","74","75","83","12","1","9","5","6","8","10","6","1","1","1","1","2","77","62","85","39","","1","1","0","Some of them are creepy or not useful, some are a bit childish, one seem too cold for kids","0","0","1","I think most of them can be used on a group setting","0","1","0","0","I don't think a robot can ever be a teacher Most of the ones I put in Tutor can peer and novice too",0,0,0,0,0,0,1,1,2,"","passed","passed","prolific"
"456",100,"True","03.04.24 11:35","EN","15312","1","49","2","US",0,0,"0","1","0","0","","Public school","","0","0","0","1","0","0","0","0","0","0","",5,4,5,4,4,1,4,1,2,2,5,6,6,4,5,5,3,7,5,4,4.4,2,5.2,4.8,"0","0","0","0","","","","","3","4",10,"2","chidren today already lack face to face interactions with other people to varying degrees this may excellerate that and introduce non humane interactions at an even earlier age.","","making people too dependent on technology and unable to interact with people or handle a job on thier own","make sure ther are plenty of oportunities for social ineractions between students and with human staff","","continue to teach good problem solving skills","providing a more personalized learning experience to students","encourage practical application of Stem Skills","prepare for future job market","be able to id and adapt to the needs of individual students","Students can acquire knowledge of mechanics, electronics, coding and other STEM disciplines while interacting and having fun with robots.","school staff would need to make sure students are interacting with ropbots in a productive and useful manner  from an early age providing them with a solid foundation of new knowledge that will enable them to understand and work with emerging technologies in the future.","In a digitized world, having technology-related skills is essential. Educational robotics helps young learners develop confidence in their digital skills and their ability to interact with technology practically, turning them into creators rather than just consumers of technological products. As children gain experience in creating and programming robots, they become more comfortable working with electronic devices and software, making them increasingly capable of facing any technological challenge.","pepper","1","80","22","83","100","1","100","86","86","38","100","100","100","90","90","91","82","2","1","4","3","1","2","3","2","2","3","2","1","1","100","100","100","100","","1","1","0","some are very simple and cute making them more suitable for children","1","1","0","the very simple robots with simple reactions would be best for individuals","0","1","0","0","some robots are more complex and therefore more suited for learning from",1,0,0,1,0,0,1,1,2,"","passed","passed","prolific"
"457",100,"True","04.04.24 02:26","EN","62580","1","46","2","England",1,0,"0","0","0","0","","Public school","","0","1","1","1","1","1","0","0","0","0","",5,4,5,2,4,2,3,2,3,3,6,4,6,7,5,6,5,6,6,5,4,2.6,5.6,5.6,"0","1","1","0","","5","3","","2","3",1,"3","Children may listen more to robots than teachers and this is an extension of screen time in a way so limiting interactions with humans","The cost could be enormous as robots will need to be bought and maintained","Teachers will require lots of training to incorporate this technology into teaching as it wont have been taught when teachers were initially trained so there will be an enormous need to upskill the profession","The balance needs to be right and face to face human teaching still needs to be the priority","The government would need to help to fund this and the companies would need to start with affordable and accessible models and maybe include maintenance with the initial purchase. Maybe companies could sponsor robots in school","Schools would need to assign a member of staff to be in charge of training and issues. Money would need to be supplied by the government to fund this. The robotic companies would need to lead the training as they are the experts","It would excite and inspire students","It would free up teaching time if robots could do some of the monotonous jobs","It would allow new techniques and styles of teaching","The companies that design and make the robots would need to keep the ideas and opinions of small children in mind so visually and educationally they are appropriate","Teachers would need to trust robots and allow them to take on their jobs and designers would need to understand what the constraints are that teachers have. Robots would need to to potentially be more sensitive and humanlike","Innovation would be needed from both teachers and designers. Teachers would need to be open to new ideas and ways to learn. This would need to be closely monitored to ensure it was a better style and a good use of robots","Social robots could be used to lead groups and respond to children's questions and issues for times when the teacher cannot work with all children at once. they could be used to asses children on known knowledge and provide scores and percentages as well as formulating next steps for children.","pepper","1","6","45","71","83","76","72","54","68","65","87","67","70","70","81","79","82","1","3","10","2","4","7","2","3","2","2","1","1","1","87","86","87","84","Assessing","1","1","0","Some are too childlike to be appropriate for adults","0","1","0","Some seem too overwhelming for one to one sessions","1","0","0","0","humanlike ones work best as a teacher",0,0,0,0,0,0,1,1,2,"No","passed","passed","prolific"
"458",100,"True","04.04.24 02:43","EN","62442","1","58","2","England",0,0,"1","0","0","0","","Public school","","1","0","0","0","0","0","0","0","0","0","",5,4,5,4,4,5,3,2,2,2,5,6,4,4,5,5,5,5,5,5,4.4,2.8,4.8,5,"0","0","0","0","","","","","1","3",1,"2","exacerbating lack of social interactions with peers","Pupils becoming dependent upon robots and less resilient","","Regulation - only used when necessary","Pupils taking charge","","","","","","","","Teaching games at lunch times and less structured times.","pepper","1","6","7","72","62","63","74","63","75","23","65","74","68","71","77","76","73","2","1","2","2","4","3","8","4","2","1","1","1","1","83","77","85","80","Teaching","1","1","0","Some appear more toy like or more of a friendly person appearance","0","1","0","Smaller robots may fit smaller 1:1 settings","1","0","0","0","Who looks like they command more attention.",1,0,0,0,1,0,1,1,2,"","passed","passed","prolific"
"459",100,"True","04.04.24 02:45","EN","11019","1","52","2","England",0,1,"0","0","0","0","","Public school","","0","1","0","0","0","1","0","0","0","0","",4,3,2,2,6,6,7,7,5,6,5,6,5,6,5,4,5,3,7,4,3.4,6.2,5.4,4.6,"0","0","1","0","","","2","","2","1",1,"4","","","","","","","Robots could prepare learning data a lot quicker than humans.","","","Data could be taken and used for each child, and also for the class, or the school. It could be used throughout the school, broken down into each subject.","","","Learning apps or websites could feed data back to robots for it to be collected and arranged as needed for the school setting.","pepper","1","5","2","1","3","1","5","3","10","3","3","23","43","14","10","11","37","12","4","11","11","10","10","11","11","1","9","5","7","5","12","14","17","21","No, I find this robot a little scary","1","1","0","I have sorted by how the robots look. Cute for children.","0","1","0","I see the cute ones for individual as they could be an emotional support.","1","0","0","0","The robotic looking ones are better to be used with teacher.",0,0,0,0,0,0,1,1,2,"No thank you.","passed","passed","prolific"
"460",100,"True","04.04.24 03:17","EN","38382","1","31","2","England",0,0,"0","0","0","1","11-15","Private school","","0","0","1","1","0","0","0","0","0","0","",4,4,2,6,3,4,3,4,4,5,6,6,7,5,6,6,6,5,7,5,3.8,4,6,5.8,"0","0","0","0","","","","","2","3",8,"4","Risk of potential misinformation - depending on where the robots gained their news / information from, it may be biased, or inaccurate, or incite violence.","The risk of accessing information / content beyond the appropriate age of the user. Potential risking access inappropriate materials.","Used not under supervision for inappropriate things. I.e. not legal / safe things. does it have the possibility to be misused by pupils? Where does it draw a line?","The robot may only be able to access information from reputable places / fact check information. Constant updating, programming to offer a balanced view, or accurate / up to date facts and information. ","How will it verify the age of the user? How can it guarantee it will be safe to use? How can we convince parents that there are safeguarding measures in place to protect their children? Who is liable for what the robot says? ","Robot only activated with a key or pin? Some kind of control device that only adults have access to - but then they would reduce the use of the robot, it could be used by pupils on private studies to help them; but at the same time it could be misused.  ","Access to up to date, information and research that can answer pupils' questions. ","Can help support independent learning in some aspects. ","Reduced work load on teachers.","Robot could have access to journal articles, news articles, current research; updated daily. ","When carrying out independent tasks, learners might be able to ask the robot for help with how to solve problems, breaking them down, making them more manageable, helping them create plans or revision timetables, helping them identify areas that are struggling with.  ","If the robot is able to apply answer booklets, it could help mark tests; it could create worksheets from a given text book; it could mark work; it could offer a different insight into a topic, or from a different viewpoint. ","As revision tools, as speech and language support, as EAL (English as a second language) support; as teacher aides, as playground monitors; as a means of communication for non-verbal pupils.","pepper","1","9","12","60","37","46","38","43","57","36","33","70","46","43","36","48","53","9","2","7","4","8","7","9","11","2","2","2","3","2","56","54","55","44","Displaying work on their screen; showing tricky words;  showing emotions","1","1","0","Those grouped in 'adults' have a specific tasks or function. 
Those grouped in 'children' and more toy-based robots. 
Those grouped in 'both' are more 'typical' robots that children may have already seen or interacted with, and have a purpose that benefits both adults and children. Plus, some toys that look funky or cool. ","1","1","0","'Both' - robots that have a function that can be shared. 
'One person' - robots that individuals may become attached to and unwilling to share with others.
'Neither' - a specific robot that does not seem to have specific use in an educational setting. 
Group - toy robots that can be shared with greater ease, perhaps ","0","1","0","0","'Teacher' - robot that doesn't look like it belongs in a nurturing role.
'Tutor' - robots with capability to seemingly move among pupils.
Peer - robots that they look like they have the capability to work together 
Novice - robots that look more like toys ",0,0,1,0,0,0,1,1,2,"","passed","passed","prolific"
"461",100,"True","04.04.24 03:17","EN","48028","1","34","2","United Kingdom",0,0,"0","1","1","0","","Public school","","0","0","0","1","0","0","0","1","0","0","",4,7,2,2,1,6,6,7,7,7,5,5,5,5,5,6,6,7,7,7,3.2,6.6,5,6.6,"0","1","0","0","","2","","","2","4",8,"2","How can robots understand the depth and complexities of students very individual needs and respond to these?","","","It would require the teacher to completed oversee and monitor everything the robot does, thus making it not a useful resource.","","","","","","","","","Maybe if there was a games club in the school for students to enjoy during unstructured times, social robots could be used to for students to check rules with?","pepper","1","41","41","51","50","40","63","28","50","16","50","41","51","51","63","72","70","3","6","10","9","8","2","5","9","2","2","2","2","2","16","2","3","14","Showing a WAGOLL example and describing it","1","1","0","The more mechanical looking larger robots would not be suitable in a settling for children. ","0","1","0","The teddy would be individual as it would be more for comfort. Larger robots for a group setting.","0","1","0","0","More cuddly looking robots would be better for students to teach something to.",0,0,0,0,0,1,1,1,2,"","passed","passed","prolific"
"462",100,"True","04.04.24 03:43","EN","97030","1","63","2","Scotland",1,1,"1","0","0","0","","Public school","","1","1","1","1","1","1","0","0","0","0","",4,4,4,5,4,2,6,2,3,5,7,5,7,7,5,6,6,6,6,5,4.2,3.6,6.2,5.8,"0","0","0",NA,"","","","","2","3",3,"2","The children would absolutely love it but all that would mean for me is that it would be even harder to keep their attention and I'd be constantly hounded to use the robot! Not an awful problem, it'd be amusing at first but not for long!","I do wonder what our children with additional support needs like ASD would make of it. I can see it going either way- relations with other children would be shunned in favour of communicating with the robot as the lack of human emotion might be preferable to them. Or the opposite- they would be afraid of the robot and shun it, refusing to look at it or interact with it.","","These are Primary school age children, easily distracted, but I think if the use of robots was limited in the way that use of Ipads and laptops is limited, I mean used for certain lessons but not all, it could be an incentive rather than a problem. They'd know when the robots would be used and learn not to ask for them all the time. Of course, if they were a constant feature in the classroom, the children would just get used to them and it wouldn't be a novelty any more. getting to that stage would be a nightmare though!","The children would spend time with their Pupil Support Worker outside the classroom, perhaps in our safe space room, just sitting and watching the robots for a while and this stage should continue for some time to judge their reactions. We might be pleasantly surprised. Only once we felt the children were comfortable at least, should they be introduced into the classroom setting. We might even have to schedule sessions in class with the rest of the students so that their most boisterous reactions were over before all the children were present at the same time as the robot.","","I do think it could be beneficial in that, once the initial hysteria was over, the children would be keen to interact with the robot and integrate its use into their learning. Primary age children do love a novelty but at the same time, are usually pretty tech savvy so it'd be very interesting to see the different ideas they'd come up with to utilise the robot. I think that's something we would run with and it would expand the boundaries of how we envisaged the robots being used.","As I said in the previous section, I can see it going one of two ways with the children with additional support needs. I'd like to think, however, that they might actually find it as easy if not easier, to form a connection at their own level, with a robot. It would take away the need to watch out for nuanced reactions which they don't fully understand and know in which way to react. I also think that educationally, it might be easier for them to seek and get advice from a robot instead of one of their peers, where it can be uncomfortable for them, not quite knowing how to ask for help.","","","","","I think it would be a fun but potentially useful first stage in learning social skills for our additional support needs children. There would be no pressure in gauging responses and responding in kind but would be an excellent way to practice. It would probably be our Pupil Support Workers (our Council's name for Teaching Assistants) who would lead this as they generally run our social skills and health and wellbeing groups.
I a classroom setting, the robots could spot children who were struggling, ask what help was needed and report to the teacher. I don't know if we're talking here about robots who could provide educational support too? That would be good too as there are never enough adults present, even with a PSW in the class, to deal with all the queries, especially in the younger Primary classes.
 I could see robots being a fun and useful addition to PE activities too, encouraging and taking part, as well as being useful in helping to lug equipment around!","pepper","1","8","7","40","43","47","33","42","51","31","22","77","66","41","53","54","61","9","1","10","9","11","7","12","10","2","9","11","4","1","100","75","82","55","Not sure on mobility?","1","1","0","The only one I put in adults was the one I found really creepy. The more tech looking ones would appeal to both groups and the more cuddly looking ones to children.","0","1","0","Again, the more techy looking ones would suit groups better as I'm assuming, maybe wrongly, that their functionality would be better. But they look more demonstrative and not just comforting. The one in neither is the creepy one.","1","0","0","0","The cuddlt toy ones I see as proprs to allow the children to explain things to them, the more techy ones would be good at the front of the class, teaching and explaining things.",0,0,0,0,0,0,2,1,3,"Currently with P5 children so I suppose I have judged on what they would like most. As i mentioned before, I can quite clearly see there being a boy/girl divide on what would appeal to them and what they would interact with best.","passed","passed","prolific"
